,,,,,,,,화약,,뇌관,,암석분류,,암석명,,심발공,,,,
0,284.627019,-1.818494387,0.223615889,0,2,0,4,3,,,,,,,,,,,,
0,224.7354293,-1.770983533,0.235078798,0,2,0,5,3,,,,,,,,,,,,
0,93.82212141,-1.547705782,0.224547359,0,2,0,6,3,,,,,,,,,,,,
0,4.699365469,-0.807143771,0.451632308,0,2,0,7,3,,,,,,,,,,,,
0,0.385399321,-0.18224061,0.702326911,0,2,0,8,3,,,,,,,,,,,,
0,22.50521144,-1.175138377,0.272276099,0,2,0,9,3,,,,,,,,,,,,
0,8.852109531,-1.003845084,0.321542028,0,2,0,10,3,,,,,,,,,,,,
0,3.099795826,-0.807814298,0.455317319,0,2,0,11,3,,,,,,,,,,,,
0,68.96762468,-1.409464301,0.454278197,0,2,0,0,4,,,,,,,,,,,,
0,1.369150379,-0.572419736,0.40212752,0,2,1,0,4,,,,,,,,,,,,
0,212.8964127,-1.734146192,0.184904558,0,2,2,0,4,,,,,,,,,,,,
0,69.06245841,-1.433657509,0.449213618,0,2,3,0,4,,,,,,,,,,,,
0,68.96762468,-1.409464301,0.454278197,0,2,0,0,4,,,,,,,,,,,,
0,184.8520028,-1.669929626,0.342885077,0,2,0,1,4,,,,,,,,,,,,
0,322.0249968,-1.811035267,0.270028133,0,2,0,2,4,,,,,,,,,,,,
0,305.2346353,-1.799946212,0.242599624,0,2,0,3,4,,,,,,,,,,,,
0,267.6014282,-1.792801718,0.230862595,0,2,0,4,4,,,,,,,,,,,,
0,235.6529233,-1.767438372,0.238312458,0,2,0,5,4,,,,,,,,,,,,
0,91.97384022,-1.54276055,0.222491964,0,2,0,6,4,,,,,,,,,,,,
0,3.959283108,-0.814940734,0.247168537,0,2,0,7,4,,,,,,,,,,,,
0,0.319799993,-0.181499263,0.386075101,0,2,0,8,4,,,,,,,,,,,,
0,4.678700141,-0.812814873,0.170997268,0,2,0,9,4,,,,,,,,,,,,
0,6.023348226,-0.929090352,0.209111626,0,2,0,10,4,,,,,,,,,,,,
0,2.550560089,-0.793326764,0.341177784,0,2,0,11,4,,,,,,,,,,,,
0,247.0356784,-1.735777758,0.315462325,0,2,0,0,5,,,,,,,,,,,,
0,0.681182881,-0.485187331,0.130951788,0,2,1,0,5,,,,,,,,,,,,
0,53.28890031,-1.453234886,0.131600378,0,2,2,0,5,,,,,,,,,,,,
0,224.2049588,-1.725662873,0.314779343,0,2,3,0,5,,,,,,,,,,,,
0,247.0356784,-1.735777758,0.315462325,0,2,0,0,5,,,,,,,,,,,,
0,470.0721888,-1.896874754,0.235955073,0,2,0,1,5,,,,,,,,,,,,
0,508.9496106,-1.930381583,0.212610779,0,2,0,2,5,,,,,,,,,,,,
0,461.3965873,-1.939279546,0.212214196,0,2,0,3,5,,,,,,,,,,,,
0,418.4460604,-1.926403214,0.204361655,0,2,0,4,5,,,,,,,,,,,,
0,401.7278277,-1.910197348,0.192969267,0,2,0,5,5,,,,,,,,,,,,
0,210.0090619,-1.76004972,0.161850314,0,2,0,6,5,,,,,,,,,,,,
0,5.255977998,-0.941291936,0.051948124,0,2,0,7,5,,,,,,,,,,,,
0,0.283316223,-0.26647339,0.09238892,0,2,0,8,5,,,,,,,,,,,,
0,1.447518476,-0.596616071,0.022316155,0,2,0,9,5,,,,,,,,,,,,
0,4.026622947,-0.865246648,0.039393783,0,2,0,10,5,,,,,,,,,,,,
0,3.273710189,-0.863427518,0.248377028,0,2,0,11,5,,,,,,,,,,,,
0,236.1219157,-1.774616165,0.235362547,0,2,0,0,6,,,,,,,,,,,,
0,0.419976306,-0.407884317,-0.004372543,0,2,1,0,6,,,,,,,,,,,,
0,12.09456607,-1.17844708,0.130316743,0,2,2,0,6,,,,,,,,,,,,
0,427.3006832,-1.913586056,0.196616485,0,2,3,0,6,,,,,,,,,,,,
0,236.1219157,-1.774616165,0.235362547,0,2,0,0,6,,,,,,,,,,,,
0,271.1161617,-1.815744274,0.249433788,0,2,0,1,6,,,,,,,,,,,,
0,344.9328757,-1.882993375,0.256343964,0,2,0,2,6,,,,,,,,,,,,
0,438.7583072,-1.953768174,0.251846,0,2,0,3,6,,,,,,,,,,,,
0,565.1802599,-1.996269229,0.247355603,0,2,0,4,6,,,,,,,,,,,,
0,577.8533337,-1.975940422,0.233457455,0,2,0,5,6,,,,,,,,,,,,
0,403.01018,-1.891081398,0.199706644,0,2,0,6,6,,,,,,,,,,,,
0,34.46494852,-1.389324582,0.079434301,0,2,0,7,6,,,,,,,,,,,,
0,0.434695352,-0.417491343,-0.001511291,0,2,0,8,6,,,,,,,,,,,,
0,1.042966997,-0.596523676,-0.032936386,0,2,0,9,6,,,,,,,,,,,,
0,3.350134529,-0.833780282,0.075065675,0,2,0,10,6,,,,,,,,,,,,
0,4.531961993,-0.941113166,0.268953294,0,2,0,11,6,,,,,,,,,,,,
0,7.333241259,-1.071731959,0.390440768,0,2,0,0,7,,,,,,,,,,,,
0,28.53247253,-1.388322232,0.267715446,0,2,1,0,7,,,,,,,,,,,,
0,8.392763065,-1.14521122,0.311615482,0,2,2,0,7,,,,,,,,,,,,
0,5.548443833,-0.960735646,0.414037702,0,2,3,0,7,,,,,,,,,,,,
0,7.333241259,-1.071731959,0.390440768,0,2,0,0,7,,,,,,,,,,,,
0,21.31741814,-1.303263058,0.36595076,0,2,0,1,7,,,,,,,,,,,,
0,63.65837813,-1.544808518,0.333605885,0,2,0,2,7,,,,,,,,,,,,
0,173.9276765,-1.75079707,0.336357365,0,2,0,3,7,,,,,,,,,,,,
0,356.4179932,-1.891935229,0.330200515,0,2,0,4,7,,,,,,,,,,,,
0,555.6077008,-1.976925497,0.325274593,0,2,0,5,7,,,,,,,,,,,,
0,518.0823101,-1.971527515,0.313247838,0,2,0,6,7,,,,,,,,,,,,
0,243.748056,-1.82762615,0.277351514,0,2,0,7,7,,,,,,,,,,,,
0,28.2437327,-1.382183607,0.268359295,0,2,0,8,7,,,,,,,,,,,,
0,4.349663909,-0.938253617,0.25223344,0,2,0,9,7,,,,,,,,,,,,
0,5.194002239,-0.954799007,0.300203101,0,2,0,10,7,,,,,,,,,,,,
0,5.204180465,-0.961964293,0.412226938,0,2,0,11,7,,,,,,,,,,,,
0,57.75800825,-1.507916264,0.336226834,0,3,0,0,0,,,,,,,,,,,,
0,17.55913099,-1.333041539,0.201007328,0,3,1,0,0,,,,,,,,,,,,
0,106.7780843,-1.80022449,0.299690342,0,3,2,0,0,,,,,,,,,,,,
0,76.78813853,-1.558877696,0.325333543,0,3,3,0,0,,,,,,,,,,,,
0,57.75800825,-1.507916264,0.336226834,0,3,0,0,0,,,,,,,,,,,,
0,67.60859815,-1.607583038,0.322764977,0,3,0,1,0,,,,,,,,,,,,
0,76.54354888,-1.689228646,0.306682877,0,3,0,2,0,,,,,,,,,,,,
0,121.160728,-1.786103331,0.297528474,0,3,0,3,0,,,,,,,,,,,,
0,198.0230125,-1.78482743,0.292103073,0,3,0,4,0,,,,,,,,,,,,
0,121.5684561,-1.641235455,0.301556286,0,3,0,5,0,,,,,,,,,,,,
0,9.667280442,-1.115825535,0.344608035,0,3,0,6,0,,,,,,,,,,,,
0,12.04470426,-1.204091558,0.262993462,0,3,0,7,0,,,,,,,,,,,,
0,18.29578481,-1.332170355,0.207372444,0,3,0,8,0,,,,,,,,,,,,
0,34.7524325,-1.466255829,0.152930265,0,3,0,9,0,,,,,,,,,,,,
0,48.2711867,-1.495958095,0.217773072,0,3,0,10,0,,,,,,,,,,,,
0,78.31852106,-1.562440328,0.358254426,0,3,0,11,0,,,,,,,,,,,,
0,50.7227559,-1.491655836,0.333968002,0,3,0,0,1,,,,,,,,,,,,
0,29.87333436,-1.483838041,0.110461981,0,3,1,0,1,,,,,,,,,,,,
0,109.0438771,-1.797415009,0.292871711,0,3,2,0,1,,,,,,,,,,,,
0,61.28902755,-1.529252737,0.315261685,0,3,3,0,1,,,,,,,,,,,,
0,50.7227559,-1.491655836,0.333968002,0,3,0,0,1,,,,,,,,,,,,
0,61.18168242,-1.605687303,0.3129765,0,3,0,1,1,,,,,,,,,,,,
0,71.98165759,-1.70022515,0.312811636,0,3,0,2,1,,,,,,,,,,,,
0,116.8803273,-1.782743428,0.298565299,0,3,0,3,1,,,,,,,,,,,,
0,129.4778519,-1.706660345,0.300781877,0,3,0,4,1,,,,,,,,,,,,
0,40.09911576,-1.408195241,0.3083074,0,3,0,5,1,,,,,,,,,,,,
0,5.017328541,-0.984767514,0.346397186,0,3,0,6,1,,,,,,,,,,,,
0,10.36277942,-1.189689931,0.21949765,0,3,0,7,1,,,,,,,,,,,,
0,30.56496646,-1.466489395,0.111096526,0,3,0,8,1,,,,,,,,,,,,
0,42.76116501,-1.538370664,0.125909175,0,3,0,9,1,,,,,,,,,,,,
0,47.64415972,-1.512378963,0.215424197,0,3,0,10,1,,,,,,,,,,,,
0,70.29155165,-1.569559846,0.342380975,0,3,0,11,1,,,,,,,,,,,,
0,17.76883696,-1.262945553,0.458999268,0,3,0,0,2,,,,,,,,,,,,
0,24.13459762,-1.358738234,0.207172997,0,3,1,0,2,,,,,,,,,,,,
0,67.04797773,-1.655341567,0.327565285,0,3,2,0,2,,,,,,,,,,,,
0,24.00327988,-1.318227027,0.432830529,0,3,3,0,2,,,,,,,,,,,,
0,17.76883696,-1.262945553,0.458999268,0,3,0,0,2,,,,,,,,,,,,
0,31.15578103,-1.440590714,0.398170758,0,3,0,1,2,,,,,,,,,,,,
0,44.12505541,-1.548135082,0.381712201,0,3,0,2,2,,,,,,,,,,,,
0,72.8590243,-1.60191178,0.36323326,0,3,0,3,2,,,,,,,,,,,,
0,121.1963563,-1.647759293,0.321252493,0,3,0,4,2,,,,,,,,,,,,
0,127.9532459,-1.601767481,0.297416287,0,3,0,5,2,,,,,,,,,,,,
0,36.09673534,-1.314496686,0.26726726,0,3,0,6,2,,,,,,,,,,,,
0,35.97066167,-1.352688642,0.193252,0,3,0,7,2,,,,,,,,,,,,
0,43.80832451,-1.432516254,0.135913751,0,3,0,8,2,,,,,,,,,,,,
0,37.96803651,-1.430395395,0.164984184,0,3,0,9,2,,,,,,,,,,,,
0,28.20452711,-1.381854675,0.306253948,0,3,0,10,2,,,,,,,,,,,,
0,31.7255633,-1.405348747,0.462186449,0,3,0,11,2,,,,,,,,,,,,
0,8.287200243,-1.14547324,0.355835853,0,3,0,0,3,,,,,,,,,,,,
0,9.282334655,-1.116831716,0.292718331,0,3,1,0,3,,,,,,,,,,,,
0,45.71236778,-1.50990197,0.286969533,0,3,2,0,3,,,,,,,,,,,,
0,8.880854001,-1.144009306,0.353347378,0,3,3,0,3,,,,,,,,,,,,
0,8.287200243,-1.14547324,0.355835853,0,3,0,0,3,,,,,,,,,,,,
0,25.02682712,-1.433062024,0.277799582,0,3,0,1,3,,,,,,,,,,,,
0,53.53705585,-1.597736387,0.230370329,0,3,0,2,3,,,,,,,,,,,,
0,118.1684577,-1.682540225,0.2074196,0,3,0,3,3,,,,,,,,,,,,
0,257.4039308,-1.775944242,0.181381304,0,3,0,4,3,,,,,,,,,,,,
0,485.8528447,-1.871865353,0.132613868,0,3,0,5,3,,,,,,,,,,,,
0,462.3848716,-1.814011833,0.073217059,0,3,0,6,3,,,,,,,,,,,,
0,110.2057133,-1.559074093,0.067850033,0,3,0,7,3,,,,,,,,,,,,
0,39.83481074,-1.387724949,0.11291775,0,3,0,8,3,,,,,,,,,,,,
0,17.145802,-1.269452272,0.137839071,0,3,0,9,3,,,,,,,,,,,,
0,11.4018395,-1.233680559,0.139602678,0,3,0,10,3,,,,,,,,,,,,
0,11.38272209,-1.261556504,0.197292341,0,3,0,11,3,,,,,,,,,,,,
0,16.15658977,-1.214355822,0.38947626,0,3,0,0,4,,,,,,,,,,,,
0,6.217750881,-0.955351499,0.320026512,0,3,1,0,4,,,,,,,,,,,,
0,63.2616994,-1.492896404,0.291866657,0,3,2,0,4,,,,,,,,,,,,
0,26.31976721,-1.272598072,0.440672912,0,3,3,0,4,,,,,,,,,,,,
0,16.15658977,-1.214355822,0.38947626,0,3,0,0,4,,,,,,,,,,,,
0,51.7064576,-1.519491877,0.27149265,0,3,0,1,4,,,,,,,,,,,,
0,145.8427006,-1.710432312,0.226762744,0,3,0,2,4,,,,,,,,,,,,
0,305.4180719,-1.807985926,0.200731043,0,3,0,3,4,,,,,,,,,,,,
0,571.2312724,-1.89572963,0.165687174,0,3,0,4,4,,,,,,,,,,,,
0,785.6593281,-1.931296855,0.12439812,0,3,0,5,4,,,,,,,,,,,,
0,466.2756665,-1.81070528,0.13162735,0,3,0,6,4,,,,,,,,,,,,
0,50.42147829,-1.362670328,0.153253809,0,3,0,7,4,,,,,,,,,,,,
0,15.80294733,-1.139769074,0.212854998,0,3,0,8,4,,,,,,,,,,,,
0,12.81976111,-1.127698421,0.196265881,0,3,0,9,4,,,,,,,,,,,,
0,16.34402281,-1.221470689,0.178093111,0,3,0,10,4,,,,,,,,,,,,
0,19.77617787,-1.295106052,0.248281537,0,3,0,11,4,,,,,,,,,,,,
0,56.32926353,-1.449622813,0.359242195,0,3,0,0,5,,,,,,,,,,,,
0,6.484567766,-0.989577359,0.272235406,0,3,1,0,5,,,,,,,,,,,,
0,42.88393378,-1.437586476,0.236740996,0,3,2,0,5,,,,,,,,,,,,
0,139.789981,-1.613758754,0.389691505,0,3,3,0,5,,,,,,,,,,,,
0,56.32926353,-1.449622813,0.359242195,0,3,0,0,5,,,,,,,,,,,,
0,216.1623143,-1.765107201,0.250359987,0,3,0,1,5,,,,,,,,,,,,
0,603.6108354,-1.96579599,0.194639606,0,3,0,2,5,,,,,,,,,,,,
0,878.5806053,-2.02262496,0.178535349,0,3,0,3,5,,,,,,,,,,,,
0,650.9838247,-1.937492934,0.176021183,0,3,0,4,5,,,,,,,,,,,,
0,403.3282187,-1.829813648,0.176104778,0,3,0,5,5,,,,,,,,,,,,
0,210.2118722,-1.694632178,0.187835374,0,3,0,6,5,,,,,,,,,,,,
0,23.84739546,-1.244084431,0.201311777,0,3,0,7,5,,,,,,,,,,,,
0,7.48033834,-1.005149476,0.215741646,0,3,0,8,5,,,,,,,,,,,,
0,9.057326272,-1.027692788,0.225581255,0,3,0,9,5,,,,,,,,,,,,
0,34.85932359,-1.367781589,0.197902182,0,3,0,10,5,,,,,,,,,,,,
0,73.8536118,-1.551466766,0.261094392,0,3,0,11,5,,,,,,,,,,,,
0,136.4278134,-1.672346234,0.340891282,0,3,0,0,6,,,,,,,,,,,,
0,5.684913264,-0.997925017,0.265318811,0,3,1,0,6,,,,,,,,,,,,
0,20.24384059,-1.307537529,0.249704007,0,3,2,0,6,,,,,,,,,,,,
0,187.7693407,-1.72611664,0.333794599,0,3,3,0,6,,,,,,,,,,,,
0,136.4278134,-1.672346234,0.340891282,0,3,0,0,6,,,,,,,,,,,,
0,351.1750196,-1.866353207,0.290631194,0,3,0,1,6,,,,,,,,,,,,
0,561.5468807,-1.969448242,0.263115159,0,3,0,2,6,,,,,,,,,,,,
0,565.2065971,-1.977032822,0.254102947,0,3,0,3,6,,,,,,,,,,,,
0,407.1173388,-1.898612589,0.249698059,0,3,0,4,6,,,,,,,,,,,,
0,229.2351188,-1.777796085,0.24973516,0,3,0,5,6,,,,,,,,,,,,
0,140.93561,-1.671310662,0.248682905,0,3,0,6,6,,,,,,,,,,,,
0,49.6370151,-1.456597994,0.256700193,0,3,0,7,6,,,,,,,,,,,,
0,5.463353884,-0.975190662,0.271057538,0,3,0,8,6,,,,,,,,,,,,
0,7.514889264,-1.032570014,0.309626752,0,3,0,9,6,,,,,,,,,,,,
0,50.15814961,-1.422556064,0.321877291,0,3,0,10,6,,,,,,,,,,,,
0,166.6727643,-1.697918133,0.355962998,0,3,0,11,6,,,,,,,,,,,,
0,32.22786576,-1.393078218,0.589574187,0,3,0,0,7,,,,,,,,,,,,
0,5.512772975,-1.074481212,0.499241942,0,3,1,0,7,,,,,,,,,,,,
0,5.922868842,-1.090477783,0.472484947,0,3,2,0,7,,,,,,,,,,,,
0,9.864817986,-1.083242458,0.45720146,0,3,3,0,7,,,,,,,,,,,,
0,32.22786576,-1.393078218,0.589574187,0,3,0,0,7,,,,,,,,,,,,
0,56.15018321,-1.525419448,0.545273784,0,3,0,1,7,,,,,,,,,,,,
0,72.02471656,-1.590328584,0.524016626,0,3,0,2,7,,,,,,,,,,,,
0,111.3074756,-1.700817352,0.493173929,0,3,0,3,7,,,,,,,,,,,,
0,153.3253571,-1.78210323,0.465842516,0,3,0,4,7,,,,,,,,,,,,
0,149.7956122,-1.782030221,0.46087596,0,3,0,5,7,,,,,,,,,,,,
0,132.4161032,-1.754779856,0.450474757,0,3,0,6,7,,,,,,,,,,,,
0,94.6360081,-1.673109468,0.4382862,0,3,0,7,7,,,,,,,,,,,,
0,46.18514896,-1.530324736,0.442015732,0,3,0,8,7,,,,,,,,,,,,
0,15.73741298,-1.275860812,0.418826173,0,3,0,9,7,,,,,,,,,,,,
0,51.84653831,-1.495564988,0.437584932,0,3,0,10,7,,,,,,,,,,,,
0,165.8459108,-1.704631217,0.547970554,0,3,0,11,7,,,,,,,,,,,,
0,42.72863146,-1.41479115,0.373627838,1,0,0,0,0,,,,,,,,,,,,
0,45.21552135,-1.485820308,0.340630692,1,0,1,0,0,,,,,,,,,,,,
0,100.2111965,-1.689305055,0.260863836,1,0,2,0,0,,,,,,,,,,,,
0,36.72060112,-1.374968605,0.39400417,1,0,3,0,0,,,,,,,,,,,,
0,42.72863146,-1.41479115,0.373627838,1,0,0,0,0,,,,,,,,,,,,
0,297.333908,-1.813710729,0.158390058,1,0,0,1,0,,,,,,,,,,,,
0,267.001323,-1.890593042,0.138404199,1,0,0,2,0,,,,,,,,,,,,
0,83.16124359,-1.692042974,0.29067439,1,0,0,3,0,,,,,,,,,,,,
0,230.3004481,-1.819790767,0.278838439,1,0,0,4,0,,,,,,,,,,,,
0,193.0641545,-1.735667111,0.229349935,1,0,0,5,0,,,,,,,,,,,,
0,110.3650266,-1.616851478,0.228693748,1,0,0,6,0,,,,,,,,,,,,
0,36.03575232,-1.445090622,0.210820259,1,0,0,7,0,,,,,,,,,,,,
0,40.09662442,-1.463230642,0.354745085,1,0,0,8,0,,,,,,,,,,,,
0,87.84711365,-1.617556789,0.271347191,1,0,0,9,0,,,,,,,,,,,,
0,46.21467375,-1.478958197,0.217166589,1,0,0,10,0,,,,,,,,,,,,
0,34.08507409,-1.402517026,0.432601475,1,0,0,11,0,,,,,,,,,,,,
0,41.76330897,-1.45038081,0.322236788,1,0,0,0,1,,,,,,,,,,,,
0,6.493372684,-1.098952542,0.262560794,1,0,1,0,1,,,,,,,,,,,,
0,75.99559262,-1.709633042,0.288014838,1,0,2,0,1,,,,,,,,,,,,
0,62.13146498,-1.51670053,0.312687642,1,0,3,0,1,,,,,,,,,,,,
0,41.76330897,-1.45038081,0.322236788,1,0,0,0,1,,,,,,,,,,,,
0,180.3471861,-1.740514554,0.197334198,1,0,0,1,1,,,,,,,,,,,,
0,99.58624658,-1.705337779,0.263719611,1,0,0,2,1,,,,,,,,,,,,
0,82.63166637,-1.700918775,0.295372965,1,0,0,3,1,,,,,,,,,,,,
0,170.8690914,-1.734341378,0.304339773,1,0,0,4,1,,,,,,,,,,,,
0,122.1903494,-1.623118533,0.301452345,1,0,0,5,1,,,,,,,,,,,,
0,54.56322843,-1.454416007,0.312723094,1,0,0,6,1,,,,,,,,,,,,
0,11.76967871,-1.194698791,0.28674357,1,0,0,7,1,,,,,,,,,,,,
0,6.365591971,-1.109911643,0.266383962,1,0,0,8,1,,,,,,,,,,,,
0,23.23730587,-1.367454298,0.181858743,1,0,0,9,1,,,,,,,,,,,,
0,39.83472235,-1.467786362,0.213490338,1,0,0,10,1,,,,,,,,,,,,
0,50.65321789,-1.491722943,0.332238507,1,0,0,11,1,,,,,,,,,,,,
0,4.065237436,-0.756840203,0.978980603,1,0,0,0,2,,,,,,,,,,,,
0,3.352482599,-0.818393736,0.738909661,1,0,1,0,2,,,,,,,,,,,,
0,12.07447472,-1.18508817,0.729260342,1,0,2,0,2,,,,,,,,,,,,
0,4.207959393,-0.758405755,0.979110397,1,0,3,0,2,,,,,,,,,,,,
0,4.065237436,-0.756840203,0.978980603,1,0,0,0,2,,,,,,,,,,,,
0,26.34177974,-1.126687238,0.717376896,1,0,0,1,2,,,,,,,,,,,,
0,32.1911112,-1.271172676,0.598032682,1,0,0,2,2,,,,,,,,,,,,
0,44.08720398,-1.409581241,0.500157159,1,0,0,3,2,,,,,,,,,,,,
0,72.24512707,-1.468579456,0.446217507,1,0,0,4,2,,,,,,,,,,,,
0,44.89557034,-1.339582261,0.440950168,1,0,0,5,2,,,,,,,,,,,,
0,19.65807003,-1.163016916,0.452493698,1,0,0,6,2,,,,,,,,,,,,
0,6.37036805,-0.93715426,0.473020437,1,0,0,7,2,,,,,,,,,,,,
0,4.879171287,-0.864972356,0.543094896,1,0,0,8,2,,,,,,,,,,,,
0,5.795971723,-0.893600983,0.562711306,1,0,0,9,2,,,,,,,,,,,,
0,5.169809357,-0.817627375,0.769635108,1,0,0,10,2,,,,,,,,,,,,
0,4.023233545,-0.738120487,0.983103641,1,0,0,11,2,,,,,,,,,,,,
0,41.69055547,-1.409975208,0.373227559,1,0,0,0,3,,,,,,,,,,,,
0,74.55786141,-1.584917549,0.321333909,1,0,1,0,3,,,,,,,,,,,,
0,71.74127327,-1.614084871,0.204326085,1,0,2,0,3,,,,,,,,,,,,
0,28.33612135,-1.285525213,0.401265658,1,0,3,0,3,,,,,,,,,,,,
0,41.69055547,-1.409975208,0.373227559,1,0,0,0,3,,,,,,,,,,,,
0,284.0768125,-1.798285763,0.158138508,1,0,0,1,3,,,,,,,,,,,,
0,272.3770323,-1.889618324,0.139677263,1,0,0,2,3,,,,,,,,,,,,
0,250.844212,-1.888999936,0.160528518,1,0,0,3,3,,,,,,,,,,,,
0,318.4789776,-1.895538782,0.177008246,1,0,0,4,3,,,,,,,,,,,,
0,193.286196,-1.723723208,0.216433521,1,0,0,5,3,,,,,,,,,,,,
0,97.42818442,-1.602802389,0.199437073,1,0,0,6,3,,,,,,,,,,,,
0,38.19848352,-1.452674733,0.210663507,1,0,0,7,3,,,,,,,,,,,,
0,67.95645345,-1.564906729,0.315727332,1,0,0,8,3,,,,,,,,,,,,
0,87.00184397,-1.63032005,0.283654442,1,0,0,9,3,,,,,,,,,,,,
0,65.05179112,-1.575553743,0.316261763,1,0,0,10,3,,,,,,,,,,,,
0,35.34308342,-1.437207673,0.393434346,1,0,0,11,3,,,,,,,,,,,,
0,67.74901437,-1.464312411,0.452992913,1,0,0,0,4,,,,,,,,,,,,
0,145.8270867,-1.70317084,0.332577716,1,0,1,0,4,,,,,,,,,,,,
0,134.437118,-1.705926893,0.28746118,1,0,2,0,4,,,,,,,,,,,,
0,71.89398165,-1.45349972,0.455072364,1,0,3,0,4,,,,,,,,,,,,
0,67.74901437,-1.464312411,0.452992913,1,0,0,0,4,,,,,,,,,,,,
0,303.9619229,-1.833948393,0.266207703,1,0,0,1,4,,,,,,,,,,,,
0,329.9651036,-1.903280285,0.2318044,1,0,0,2,4,,,,,,,,,,,,
0,385.1366206,-1.939286424,0.21317124,1,0,0,3,4,,,,,,,,,,,,
0,563.2572061,-1.977393256,0.193949027,1,0,0,4,4,,,,,,,,,,,,
0,629.7044583,-1.988690903,0.187070504,1,0,0,5,4,,,,,,,,,,,,
0,199.5331678,-1.738983044,0.196875736,1,0,0,6,4,,,,,,,,,,,,
0,86.9221969,-1.602330019,0.210260196,1,0,0,7,4,,,,,,,,,,,,
0,111.1053754,-1.673792814,0.269338555,1,0,0,8,4,,,,,,,,,,,,
0,196.0831393,-1.782621524,0.274203378,1,0,0,9,4,,,,,,,,,,,,
0,154.1048326,-1.746624726,0.292731522,1,0,0,10,4,,,,,,,,,,,,
0,80.43653141,-1.61758192,0.354707159,1,0,0,11,4,,,,,,,,,,,,
0,139.1478914,-1.665035516,0.302506631,1,0,0,0,5,,,,,,,,,,,,
0,90.55942715,-1.585816522,0.293581547,1,0,1,0,5,,,,,,,,,,,,
0,144.5974911,-1.682806309,0.296611137,1,0,2,0,5,,,,,,,,,,,,
0,167.8618716,-1.65380611,0.362502253,1,0,3,0,5,,,,,,,,,,,,
0,139.1478914,-1.665035516,0.302506631,1,0,0,0,5,,,,,,,,,,,,
0,297.675539,-1.872445439,0.256200478,1,0,0,1,5,,,,,,,,,,,,
0,357.3441331,-1.919760482,0.257924113,1,0,0,2,5,,,,,,,,,,,,
0,473.7140569,-1.958258545,0.249858859,1,0,0,3,5,,,,,,,,,,,,
0,678.4855631,-2.007263818,0.233320211,1,0,0,4,5,,,,,,,,,,,,
0,832.8426195,-2.044251438,0.216881294,1,0,0,5,5,,,,,,,,,,,,
0,507.6142171,-1.930893937,0.219652223,1,0,0,6,5,,,,,,,,,,,,
0,118.0514374,-1.637607826,0.241782269,1,0,0,7,5,,,,,,,,,,,,
0,111.3282246,-1.641572047,0.296056006,1,0,0,8,5,,,,,,,,,,,,
0,212.8200137,-1.793780149,0.270213903,1,0,0,9,5,,,,,,,,,,,,
0,207.0936519,-1.802431608,0.288869398,1,0,0,10,5,,,,,,,,,,,,
0,144.1767367,-1.732543197,0.312674863,1,0,0,11,5,,,,,,,,,,,,
0,96.06350552,-1.561766831,0.324737512,1,0,0,0,6,,,,,,,,,,,,
0,28.84718305,-1.284320485,0.340235537,1,0,1,0,6,,,,,,,,,,,,
0,52.42924834,-1.41510351,0.358263848,1,0,2,0,6,,,,,,,,,,,,
0,226.1968137,-1.757971658,0.283605416,1,0,3,0,6,,,,,,,,,,,,
0,96.06350552,-1.561766831,0.324737512,1,0,0,0,6,,,,,,,,,,,,
0,158.0095408,-1.673455441,0.289620663,1,0,0,1,6,,,,,,,,,,,,
0,184.8085286,-1.718091933,0.28560192,1,0,0,2,6,,,,,,,,,,,,
0,281.7047967,-1.805973682,0.273686644,1,0,0,3,6,,,,,,,,,,,,
0,427.4595314,-1.896014357,0.251754307,1,0,0,4,6,,,,,,,,,,,,
0,495.451474,-1.933814808,0.22748137,1,0,0,5,6,,,,,,,,,,,,
0,427.720455,-1.903143764,0.203809071,1,0,0,6,6,,,,,,,,,,,,
0,122.4838012,-1.617868602,0.246306145,1,0,0,7,6,,,,,,,,,,,,
0,29.22185295,-1.27696314,0.341862444,1,0,0,8,6,,,,,,,,,,,,
0,49.03640372,-1.393514553,0.341899486,1,0,0,9,6,,,,,,,,,,,,
0,81.79096733,-1.519141957,0.3445048,1,0,0,10,6,,,,,,,,,,,,
0,141.0737493,-1.67461104,0.342988901,1,0,0,11,6,,,,,,,,,,,,
0,1.259870473,-0.502527222,0.603722147,1,0,0,0,7,,,,,,,,,,,,
0,1.953154648,-0.647453372,0.470961627,1,0,1,0,7,,,,,,,,,,,,
0,2.885608012,-0.763089123,0.48877281,1,0,2,0,7,,,,,,,,,,,,
0,1.222135181,-0.514905935,0.611303116,1,0,3,0,7,,,,,,,,,,,,
0,1.259870473,-0.502527222,0.603722147,1,0,0,0,7,,,,,,,,,,,,
0,3.37107683,-0.730621501,0.505057905,1,0,0,1,7,,,,,,,,,,,,
0,7.224213666,-0.928429988,0.436549874,1,0,0,2,7,,,,,,,,,,,,
0,12.19609373,-1.047258596,0.406288248,1,0,0,3,7,,,,,,,,,,,,
0,17.85289996,-1.14096919,0.379672884,1,0,0,4,7,,,,,,,,,,,,
0,24.1273555,-1.232387814,0.350867148,1,0,0,5,7,,,,,,,,,,,,
0,26.75142104,-1.266519558,0.328500141,1,0,0,6,7,,,,,,,,,,,,
0,15.46012419,-1.131479807,0.338820517,1,0,0,7,7,,,,,,,,,,,,
0,3.718915237,-0.810431994,0.416889236,1,0,0,8,7,,,,,,,,,,,,
